cell-line	canonical_name	resource	Amelogenin	CSF1PO	D13S317	D16S539	D18S51	D19S433	D21S11	D2S1338	D3S1358	D5S818	D7S820	D8S1179	FGA	Penta	TH01	TPOX	vWA
SUM 190PT	SUM 190PT	GNE:586662	X	"8,10"	"11,12"	11	12	0	"28,30"	0	15	"11,12"	"8,11"	"10,15"	22	E	9	"8,9"	"14,17"
																			
CuFi-5	0	ATCC:CRL-4016	"X,Y"	"10,14"	"11,13"	"11,13"	0	0	0	0	0	"11,12"	"11,12"	0	0	0	7	"8,10"	"16,17"
																			
THLE-2	THLE-2	ATCC:CRL-10149	"X,Y"	"11,13"	"8,12"	"11,13"	0	0	0	0	0	"11,13"	"10,12"	0	0	0	"7,9.3"	"8,11"	"16,17"
																			
Hs 203.Sp	Hs 203.Sp	ATCC:CRL-7164	X	"10,12"	"8,9"	11	0	0	0	0	0	"11,12"	12	0	0	0	7	"8,11"	"16,18"
																			
Hs 701.T	Hs 701.T	ATCC:CRL-7440	X	"10,12"	"11,12"	11	0	0	0	0	0	"10,12"	"11,12"	0	0	0	"6,9"	"8,11"	"17,18"
																			
T3M-5	T3M-5	RCB:1012	X	"11,14"	"12,13"	"10,12"	0	0	0	0	0	"11,13"	13	0	0	0	"6,7"	"9,11"	"16,17"
																			
Hs 924.Sk	Hs 924.Sk	ATCC:CRL-7674	X	"12,14"	"8,11"	"11,12"	0	0	0	0	0	"10,11"	"11,12"	0	0	0	9	"8,11"	"16,19"
																			
ES02	0	0	X	11	"8,11"	"9,12"	0	0	0	0	0	11	"9,11"	0	0	0	"7,9"	"8,12"	"18,20"
																			
PSVK1	0	JCRB:1093	"X,Y"	"11,12"	12	"9,13"	0	0	0	0	0	"12,13"	"10,11"	0	0	0	"6,7"	"8,11"	16
																			
NCC-RbC-T1	NCC-RbC-T1	RCB:2219	"X,Y"	12	11	11	0	0	0	0	0	"10,13"	"9,10"	0	0	0	"7,8"	"8,10"	0
																			
Hs 683	Hs 683	GNE:132769	"X,Y"	"9,13"	"8,12"	"9,10"	"12,14"	0	"27,33.2"	0	"14,16"	"11,12"	11	"12,13"	"21.2,22"	E	"6,8"	"8,11"	"18,20"
																			
TE9OSK	0	ATCC:CRL-7739	X	"11,12"	"11,13"	"11,13"	0	0	0	0	0	11	"8,10"	0	0	0	"7,9.3"	8	16
																			
SF8425	SF8425	RCB:0624	X	12	"9,12"	"8,10"	0	0	0	0	0	"9,11"	12	0	0	0	9	11	"14,16"
																			
CS2OS	CS2OS	JCRB:0309	"X,Y"	"11,12"	"8,9"	9	0	0	0	0	0	13	11	0	0	0	7	"11,13"	16
																			
JM1	JM1	ATCC:CRL-10423	"X,Y"	12	11	9	0	0	0	0	0	12	"8,10"	0	0	0	6	"10,11"	17
																			
HE31	HE31	RCB:2248	"X,Y"	"10,12"	12	"9,11"	0	0	0	0	0	"10,11"	"8,10"	0	0	0	"6,9"	"9,11"	"18,19"
																			
RT-112	RT-112	GNE:586330	X	10	"13,14"	"11,13"	"15,17"	0	"27,30"	0	15	"10,13"	"11,12"	"13,15"	"23,25"	E	7	"8,11"	"14,17"
																			
KY821	KY821	JCRB:0105	X	"10,12"	"9,12"	"10,12"	0	0	0	0	0	"10,13"	12	0	0	0	9	11	"17,18"
																			
NCI-H1734	NCI-H1734	GNE:131993	X	13	"11,12"	12	"13,15"	0	33.2	0	16	10	"10,11"	13	24	E	"7,9.3"	11	17
																			
AGS	AGS	GNE:586795	X	"11,12"	12	"11,12,13"	"13,15"	"13.2,14,15,16"	"27,29,31.2"	"18,20,22,23"	16	"9,12,13"	"10,11,13"	"11,12,13"	"20,23"	E	"7,9.3"	"8,11,12"	"15,16,17"
																			
8E5 [derivative of CEM]	0	ATCC:CRL-8993	X	"9,11"	"12,13"	"10,13"	0	0	0	0	0	12	"9,13"	0	0	0	"6,7"	8	"17,20"
																			
TCC-PAN2	TCC-PAN2	GNE:586571	X	12	8	11	16	0	30	0	16	"11,13"	"8,11"	"13,16"	20	E	"6,7"	"11,12"	17
																			
NAGL-1	NAGL-1	JCRB:IFO50479	X	"10,11"	"8,9"	"9,12"	0	0	0	0	0	"9,11"	12	0	0	0	"6,9"	8	"14,17"
																			
SV7 tert	SV7tert	ATCC:CRL-2461	X	"10,12"	8	"9,11"	0	0	0	0	0	"11,13"	11	0	0	0	"6,9.3"	"8,11"	"17,18"
																			
SF8406	SF8406	RCB:0584	X	"10,11"	"8,9"	"11,12"	0	0	0	0	0	12	"9,10"	0	0	0	"6,9"	"8,11"	"14,18"
																			
DG-75	DG-75	DSM:ACC-83	"X,Y"	"10,12,9"	11	"11,12"	0	0	0	0	0	12	"11.3,12"	0	0	0	"6,7"	"8,11"	"17,18,16"
																			
NuLi-1	0	ATCC:CRL-4011	"X,Y"	11	"10,12"	"8,13"	0	0	0	0	0	"11,13"	"12,13"	0	0	0	9.3	"8,11"	"14,18"
																			
NCI-H2135	NCI-H2135	GNE:586456	X	12	12	"11,12"	12	0	29	0	"16,17"	"12,13"	"11,12"	"13,14"	23	E	9.3	8	"17,18"
																			
TE 353.Sk	TE 353.Sk	ATCC:CRL-7761	X	"10,14"	"11,14"	12	0	0	0	0	0	"10,13"	10	0	0	0	6	"8,12"	"14,17"
																			
NCI-H1793	NCI-H1793	GNE:132334	X	"9,12"	"8,12"	13	"10,18"	0	28	0	"17,18"	"11,12"	"7,8"	"8,13"	"23.2,24"	E	"9,9.3"	8	18
																			
OAC-M5.1	0	DSM:ACC-696	X	"10,13"	"11,12"	"10,11"	0	0	0	0	0	"11,12"	8	0	0	0	"6,9,3"	8	"19,20"
																			
ACC-MESO-1	ACC-MESO-1	RCB:2292	X	10	8	12	0	0	0	0	0	12	"10,12"	0	0	0	9	11	17
																			
HFL-AE-III	HFL-AE-III	RCB:0684	X	"10,11"	"8,10"	11	0	0	0	0	0	11	"8,10"	0	0	0	7	"8,11"	16
																			
PF-382	PF-382	DSM:ACC-38	X	"10,13"	"11,12"	"9,12"	0	0	0	0	0	"11,12"	"9,10"	0	0	0	"6,9.3"	11	"16,17"
																			
GOTO	GOTO	JCRB:0612	X	"10,12"	15	"11,13"	0	0	0	0	0	"11,12"	"8,11"	0	0	0	9	11	"18,19"
																			
MDA-MB-231	MDA-MB-231	GNE:583925	X	"12,13"	13	12	"11,16"	0	33.2	0	16	12	"8,9"	13	"22,23"	E	"7,9.3"	"8,9"	"15,18"
																			
HTOA	HTOA	RCB:0692	X	"12,13"	"8,10"	"9,13"	0	0	0	0	0	"11,13"	"9,10"	0	0	0	7	11	17
																			
HCT-8	DLD-1	ATCC:CCL-244	"X,Y"	12	"8,11"	"12,13"	"11,17"	0	"29,32.2"	0	17	13	"10,11.3,12"	15	22	E	"7,9.3"	"8,11"	"18,19"
																			
DJM-1	DJM-1	RCB:0736	X	"11,12"	8	10	0	0	0	0	0	"10,13"	"7,8"	0	0	0	6	"8,9"	"14,17"
																			
OV-90	OV-90	GNE:131309	X	"12,13"	"11,12"	11	12	0	"30,30.2"	0	18	"11,15"	"10,10.1"	"12,14"	"21,22"	E	9.3	"8,10"	"16,17"
																			
NCI-BL1648	NCI-H1648	ATCC:CRL-5954	"X,Y"	"10,12"	12	"9,11"	0	0	0	0	0	"8,11"	"10,11"	0	0	0	"7,9.3"	"8,11"	"14,17"
																			
NCI-H1373	NCI-H1373	GNE:587137	X	"9,10"	6	10	15	0	"28,30.2"	0	"17,18"	12	"10,12"	"13,16"	"20,24"	E	"8,9.3"	"8,10"	16
																			
Ramos.2G6.4C10	RAMOS	ATCC:CRL-1923	X	"10,11"	13	"10,13"	0	0	0	0	0	"7,12"	11	0	0	0	"7,9.3"	"8,9"	"15,16"
																			
Detroit 562	Detroit 562	GNE:585713	X	"11,13"	12	11	15	0	"28,30"	0	"15,16"	"11,12"	"8,10"	"13,14"	21	E	"8,9"	"8,10"	16
																			
SK-MEL-3	SK-MEL-3	GNE:586647	X	"9,10"	"12,13"	11	"10,18"	0	"29,30"	0	"17,18"	11	"8,10"	14	24	E	6	8	"14,18"
																			
HeLa CD4+Clone1022	HeLa	RCB:2355	X	"9,10"	12	9	0	0	0	0	0	"11,12"	"8,12"	0	0	0	7	"8,12"	"16,18"
																			
CCD-1056Sk	0	ATCC:CRL-2068	X	12	"9,11"	9	0	0	0	0	0	"12,13"	"10,13"	0	0	0	"6,9.3"	"8,12"	"17,18"
																			
PEER	PEER	JCRB:0830	X	12	14	"8,13"	0	0	0	0	0	12	"10,12"	0	0	0	"7,8"	11	"17,18"
																			
NCI-H865	NCI-H865	GNE:586377	X	14	8	9	14	0	"28,29"	0	15	12	10	"14,15"	24	E	9.3	8	17
																			
JTK-LCL	JTK-LCL	RCB:1873	X	"10,12"	8	9	0	0	0	0	0	"10,12"	"8,11"	0	0	0	"6,9"	"10,11"	"14,19"
																			
CW-2	CW-2	RCB:0778	X	"10,11,14"	"9,11"	9	"12,13"	"12,14.2"	31	18	"16,17"	"11,12,13"	"10,12,13"	"15,17"	"21,22"	E	"7,8"	"8,12"	"18,21"
																			
HuO9	HuO9	JCRB:0427	X	"10,11"	11	11	0	0	0	0	0	13	10	0	0	0	9	9	14
																			
SUM 229PE	SUM 229PE	GNE:586663	X	"10,11"	12	"11,13"	0	0	0	0	0	"9,12"	"8,9"	0	0	0	9.3	"8,9"	"18,19"
																			
WPE-stem	RWPE-1	ATCC:CRL-2887	"X,Y"	13	"8,14"	"9,11"	0	0	0	0	0	"12,15"	"10,11"	0	0	0	8	"8,11"	"14,18"
																			
SNU-387	SNU-387	ATCC:CRL-2237	X	"13,14"	12	9	14	0	31	0	16	"10,12"	"8,10"	"13,14"	22	E	7	"8,9"	"14,16"
																			
NCI-BL2126	NCI-BL2126	ATCC:CCL-256.1	"X,Y"	"11,14"	"12,14"	"12,13"	0	0	0	0	0	11	"8,9"	0	0	0	"7,9.3"	8	17
																			
NCI-H1404	NCI-H1404	ATCC:CRL-5819	X	10	"9,14"	12	0	0	0	0	0	12	"11,14"	0	0	0	"7,9.3"	"9,11"	19
																			
GM1526	0	JCRB:3008	X	"11,12"	12	12	0	0	0	0	0	"8,11"	"11,12"	0	0	0	"7,9.3"	"8,10"	"16,18"
																			
F.thy 62891	F.thy 62891	ATCC:CRL-10936	X	"7,13"	"12,14"	"10,11"	0	0	0	0	0	12	"9,11"	0	0	0	6	"8,9"	16
																			
SK23-mel	SK23 MEL	GNE:586144	X	"10,11"	"8,12"	"11,13"	"14,21"	14	"26,29"	"20,25"	"16,17"	"11,12"	"10,12"	"10,11"	"18,22,23"	E	"7,9.3"	"8,9"	"15,16"
																			
MHH-CALL-4	MHH-CALL-4	DSM:ACC-337	"X,Y"	"11,12"	"9,10"	11	0	0	0	0	0	13	"9,11"	0	0	0	"7,9.3"	"8,11"	17
																			
NZM2	0	0	X	10	"10,11"	"9,12"	19	"13,15"	"27,32.2"	"17,23"	17	11	"11,12"	"13,15"	"21,23"	0	"6,8"	"10,12"	"14,18"
																			
OVISE	OVISE	GNE:586708	X	"9,11"	"11,12"	9	19	0	"28,30"	0	"14,15"	10	"11,12"	"15,16"	"19,23"	E	"9,9.3"	8	18
																			
BLUE-1	BLUE-1	DSM:ACC-594	"X,Y"	12	"11,13"	12	0	0	0	0	0	"9,10"	"7,10"	0	0	0	"6,9.3"	"9,11"	"14,17"
																			
MC-IXC	MC-IXC	GNE:586598	X	10	11	12	"13,14,15"	"13,15.2"	"30,31.2"	"17,21"	15	11	8	10	"21,25"	E	9.3	"9,11"	"17,18"
																			
HCC1445	HCC1445	GNE:587066	X	"11,13"	11	"11,12"	14	"13,14"	"31.2,32.2"	"17,20"	"14,15"	"9,13"	12	"12,13"	"21,23"	E	"9,9.3"	"8,11"	18
																			
IGROV-1	IGROV-1	GNE:131081	X	"11,13,15"	"8,10"	"11,12"	"15,16"	0	"26,30.2"	0	"13,14,15"	12	10	"14,16"	"21,26"	E	"7,9.3"	"8,11"	"17,21,22"
																			
Ect1/E6E7	0	ATCC:CRL-2614	X	"11,12"	12	"10,13"	0	0	0	0	0	"11,12"	10	0	0	0	"6,10"	"8,11"	"16,17"
																			
AV3	HeLa	ATCC:CCL-21	X	"9,10"	13.3	"9,10"	0	0	0	0	0	"11,12"	12	0	0	0	7	"8,12"	"16,18"
																			
SBC-5	SBC-5	JCRB:0819	"X,Y"	10	"8,10"	12	0	0	0	0	0	"10,11"	"8,11"	0	0	0	6	"9,12"	"14,18"
																			
MC-NB-1	MC-NB-1	RCB:0482	X	10	"12,13,14"	"11,12"	0	0	0	0	0	12	"10,12"	0	0	0	"6,7"	"8,11"	"15,16"
																			
NCI-H2073	NCI-H2073	GNE:129695	X	13	13	12	"13,18"	0	29	0	17	12	12	"12,14"	"22,23"	E	"6,9.3"	9	17
																			
RERF-LC-Ad2	RERF-LC-Ad2	JCRB:1021	"X,Y"	12	"8,12"	11	0	0	0	0	0	"10,12"	11	0	0	0	"6,9"	8	16
																			
LS-174T	LS-174T	GNE:131229	X	"10,14"	10	"11,13"	"11,13"	0	"29,31"	0	"15,17"	"11,15"	"10.3,11"	"12,16"	"21,22"	E	"6,7"	"8,9"	"15,17"
																			
NTERA-2	NTERA-2	GNE:586503	"X,Y"	"10,12"	13	"11,12,13"	14	0	"30,31"	0	16	"9,12"	"10,12"	"13,15"	23	E	9.3	8	"18,19"
																			
HCC2279	HCC2279	GNE:586450	X	12	12	11	20	0	"29,32.2"	0	"17,18"	"10,11"	11	16	19	E	9	11	"14,17"
																			
EB-1	EB1	DSM:ACC-80	X	"10,12"	"11,13"	"8,10"	0	0	0	0	0	"8,12"	"10,12"	0	0	0	"9,10"	"8,9"	"14,16"
																			
MM253	0	0	X	"10,11"	"11,12"	11	"18,19"	15	29	"16,20"	14	"11,12"	"8,10"	"11,14"	21	0	9.3	"8,11"	"16,18"
																			
NCI-H157	NCI-H157	ATCC:CRL-5802	X	12	12	"12,13"	0	0	0	0	0	"10,13"	12	0	0	0	"7,9"	"6,12"	15
																			
NB1RGB	NB1RGB	RCB:0222	"X,Y"	"10,12"	"9,11"	"9,11"	0	0	0	0	0	"7,10"	"12,13"	0	0	0	"6,9"	"8,11"	"14,18"
																			
OV-1063	0	ATCC:CRL-2183	"X,Y"	"10,11"	"12,14"	"10,11,13"	0	0	0	0	0	"10,13"	"7,9,11"	0	0	0	7	11	"17,18"
																			
OvCA 429	OvCA 429	GNE:131083	X	"12,13"	"7,12"	12	14	0	30	0	"15,16"	"11,12"	"11,12"	"14,15"	24	E	9	"9,11"	"16,18"
																			
Hs 127.T	Hs 127.T	ATCC:CRL-7081	"X,Y"	11	"12,13"	"9,11"	0	0	0	0	0	11	"9,12"	0	0	0	"7,9"	"8,9"	"17,19"
																			
NCI-H1703	NCI-H1703	GNE:130536	"X,Y"	12	10	"10,12"	"17,18"	0	29	0	"16,17"	11	"10,12"	"11,13"	20	E	7	"8,11"	"16,17"
																			
PK-1	PK-1	GNE:586565	"X,Y"	12	"9,10"	12	13	0	31	0	15	"11,12"	11	"10,15"	"22,24"	E	"9,10"	"9,11"	"15,19"
																			
HCC70	HCC70	GNE:131740	X	"10,14"	12	13	"13,16"	"12.2,15.2"	30	"23,25"	"16,17"	13	"10,11"	13	"19.2,24"	E	9	"9,10"	"13,15"
																			
U937	U-937	JCRB:9021	X	12	"10,12"	12	0	0	0	0	0	12	"9,11"	0	0	0	"6,10"	"8,11"	"14,15"
																			
COLO 794	COLO 794	GNE:586611	"X,Y"	10	"11,13"	11	"13,14"	0	"29,30"	0	18	11	"10,11"	"14,15"	23	E	6	11	"16,20"
																			
90196B	90196B	ATCC:CRL-9853	"X,Y"	"11,12"	"8,11"	12	0	0	0	0	0	"10,11"	"10,11"	0	0	0	"9,9.3"	"8,11"	17
																			
TKKK	TKKK	RCB:1907	"X,Y"	11	"8,12"	11	0	0	0	0	0	13	"10,11"	0	0	0	6	8	"14,16"
																			
ECC4	ECC4	RCB:0982	X	12	11	10	0	0	0	0	0	11	"10,12"	0	0	0	"7,9"	"8,11"	14
																			
Hs 507.Sk	Hs 507.Sk	ATCC:CRL-7307	X	"10,12"	"11,12"	12	0	0	0	0	0	"11,12"	"10,11"	0	0	0	"8,9"	"8,9"	"16,17"
																			
NZM12	0	0	"X,Y"	"11,12"	"10,11"	"11,12"	12	0	"28,29"	0	"15,16"	"9,12"	"10,12"	"11,14"	"20,23"	D	7	8	"14,17"
																			
KO52	KO52	JCRB:0123	"X,Y"	"11,12"	"8,12"	"9,11"	0	0	0	0	0	11	"9,10"	0	0	0	"6,7"	8	16
																			
TGBC18TKB	TGBC18TKB	RCB:1169	X	"12,14"	8	9	0	0	0	0	0	"12,14"	"11,12"	0	0	0	"9,9.3"	8	18
																			
HEL 299	HEL 299	ATCC:CCL-137	"X,Y"	"7,10"	"11,12"	"10,11"	0	0	0	0	0	"11,13"	"8,11"	0	0	0	7	"8,12"	16
																			
HCC56	HCC56	JCRB:1037	X	"12,13"	"8,9"	"10,12"	0	0	0	0	0	"10,14"	"10,12"	0	0	0	7	"8,10"	14
																			
HE28	HE28	RCB:2245	"X,Y"	"10,12"	"9,12"	"9,10"	0	0	0	0	0	"10,11"	11	0	0	0	"7,9"	"8,9"	16
																			
Go Je	Go Je	ATCC:CRL-1381	X	10	12	"9,11"	0	0	0	0	0	11	11	0	0	0	"7,9.3"	"8,11"	18
																			
1G2	1G2	ATCC:CRL-13005	"X,Y"	"10,11,12"	"12,14"	9	0	0	0	0	0	"8,9,12"	"8,11,12"	0	0	0	"7,9,9.3"	11	"15,19"
																			
2V6.11 [JHU-67]	293	ATCC:CRL-2784	X	"7,11,12"	"12,14"	"9,13"	0	0	0	0	0	"8,9"	11	0	0	0	"7,9.3"	11	"16,19"
																			
SF8414	SF8414	RCB:0633	X	"12,13"	"11,13"	"12,13"	0	0	0	0	0	"11,13"	"10,11"	0	0	0	9	"9,11"	"16,18"
																			
RPMI 2650	RPMI 2650	GNE:586268	"X,Y"	"9,11"	"11,12"	"11,12"	16	0	"28,33.2"	0	17	"12,13"	"8,11"	"9,13"	"23,25"	E	"6,8"	8	"16,18"
																			
SW 1088	SW 1088	ATCC:HTB-12	"X,Y"	"10,12"	12	"12,13"	0	0	0	0	0	11	9	0	0	0	"7,9.3"	8	"16,17"
																			
BOKU	BOKU	GNE:586929	X	"10,12"	9	"9,12"	14	"13.2,14"	"29,30"	23	15	"8,11"	"8,12"	"13,14"	"21.2,24"	E	"8,9"	11	"17,21"
																			
NCI-H498	NCI-H498	ATCC:CCL-254	X	12	"9,11"	"9,11"	0	0	0	0	0	13	"8,11"	0	0	0	7	8	15
																			
TE-4	TE-4	RCB:2097	X	11	11	"9,10"	0	0	0	0	0	10	11	0	0	0	6	"8,11"	14
																			
HCC4017	HCC4017	GNE:586214	X	"10,11"	12	11	16	0	"28,30"	0	16	11	"8,9"	"13,14"	20	E	9.3	"8,9"	16
																			
HE57	HE57	RCB:2273	"X,Y"	"10,12"	11	9	0	0	0	0	0	"10,12"	11	0	0	0	"7,9"	"8,10"	14
																			
Nceb-1	0	ATCC:CRL-3005	X	"12,13"	12	"9,10"	0	0	0	0	0	"9,11"	"10,11"	0	0	0	"6,9.3"	11	"14,18"
																			
HFWT	HFWT	RCB:0665	"X,Y"	"10,12"	"9,11"	"10,13"	0	0	0	0	0	"9,12"	11	0	0	0	9	11	"17,18"
																			
AN3-CA	AN3 CA	DSM:ACC-267	X	"12,14"	"12,14"	"10,14"	0	0	0	0	0	"11,14"	"7.1,10"	0	0	0	"9.3,10"	"8,10"	"14,20"
																			
CCD-1064Sk	CCD-1064Sk	ATCC:CRL-2076	"X,Y"	"10,11"	"11,12"	13	0	0	0	0	0	12	"10,12"	0	0	0	7	"8,11"	"14,16"
																			
Hs 132.T	Hs 132.T	ATCC:CRL-7085	"X,Y"	10	11	"9,13"	0	0	0	0	0	"11,12"	"7,10"	0	0	0	"6,9.3"	"8,11"	"14,15"
																			
20B8	1G2	ATCC:CRL-12582	"X,Y"	"10,11,12"	"12,14"	9	0	0	0	0	0	"8,9,12"	"10,11"	0	0	0	"7,9,9.3"	"6,11"	"15,19"
																			
MEL-JUSO	MEL-JUSO	GNE:586028	X	"10,11"	"8,9"	"12,13"	"15,18"	0	29	0	"14,17"	"11,12"	"10,12"	"9,14"	22	E	9.3	"8,10"	16
																			
Hs 739.Sk	Hs 739.Sk	ATCC:CRL-7476	X	"10,12"	"8,9"	"9,12"	0	0	0	0	0	13	11	0	0	0	9	"8,9"	"14,18"
																			
ES-2	ES-2	GNE:129463	X	"10,15"	11	"11,13"	"13,15"	0	"32.2,33.2"	0	"15,18"	"11,13"	11	14	21	E	9.3	"8,12"	"16,17"
																			
KM-12	KM-12	GNE:585164	X	"10,12"	"12,15"	11	13	0	27	0	14	10	"8,8.3"	"11,13"	"20,22"	E	9.3	"11,12"	"17,19"
																			
LOVO	LoVo	DSM:ACC-350	"X,Y"	"12,14,11"	"8,11"	"9,12,11"	0	0	0	0	0	"11,13,12"	"10,11,9.3"	0	0	0	9.3	"8,9"	"17,19,16"
																			
GR-ST	GR-ST	RCB:1182	X	"10,11,12"	"11,12"	"12,13,14"	0	0	0	0	0	"10,11,12"	"10,11"	0	0	0	"7,10"	11	"14,18,19"
																			
CCD-1101Sk	CCD-1101Sk	ATCC:CRL-2281	X	"10,11"	"8,12"	"12,13"	0	0	0	0	0	"12,13"	"10,11"	0	0	0	"8,9.3"	"8,11"	"14,18"
																			
J.gamma1.wt	Jurkat	ATCC:CRL-2679	X	"11,12"	"8,12"	11	0	0	0	0	0	9	"8,12"	0	0	0	"6,9.3"	"8,9,10"	"18,19"
																			
Hs 193.Sp	Hs 193.Sp	ATCC:CRL-7148	"X,Y"	"10,12"	"11,12"	"11,13"	0	0	0	0	0	"11,12"	8	0	0	0	"6,9"	"8,11"	16
																			
Hs 4.We	0	ATCC:CRL-7007	X	"10,12"	"13,14"	12	0	0	0	0	0	13	"8,11"	0	0	0	"7,9"	"8,11"	"16,18"
																			
PWR-1E	PWR-1E	ATCC:CRL-11611	"X,Y"	"10,12"	12	"12,13"	0	0	0	0	0	"11,13"	"9,11"	0	0	0	"8,9.3"	"8,11"	"14,16"
																			
JSC-1	JSC-1	ATCC:CRL-2769	"X,Y"	"10,11"	"9,14"	"11,12"	0	0	0	0	0	12	9	0	0	0	"6,9"	"8,11"	"14,18"
																			
OE33	OE33	GNE:586658	X	10	14	12	12	"12,15,16"	"29,31.2"	"17,19,20"	18	11	"9,10"	"10,12"	23	E	"7,8"	"8,11"	"14,17"
																			
NCI-H1882	NCI-H1882	GNE:586475	"X,Y"	11	12	12	18	0	29	0	17	11	"10,12"	"12,14"	"21,24"	E	6	"8,9"	17
																			
NCI-H1417	NCI-H1417	GNE:586372	X	11	"8,11"	"12,13"	"17,18"	0	"28,29"	0	17	12	"8,10"	"12,14"	"21,22"	E	"8,9.3"	"8,11"	19
																			
CHP-134	CHP-134	RCB:0487	"X,Y"	"9,12"	"8,11"	11	0	0	0	0	0	"11,12"	9	0	0	0	"9,9.3"	8	"18,19"
																			
BCP-1	BCP-1	ATCC:CRL-2294	X	10	"11,13"	"10,11"	0	0	0	0	0	12	"10,11"	0	0	0	"7,9"	"8,9"	"17,18"
																			
MeWo	MeWo	GNE:131243	"X,Y"	12	"8,9"	"10,12"	"14,17"	0	"30,32.2"	0	17	"12,13"	"10,12"	"13,15"	22	E	"7,9"	"8,10"	15
																			
HCC1937 BL	HCC1937 BL	ATCC:CRL-2337	X	"11,12"	13	"13,14"	0	0	0	0	0	12	"9,10"	0	0	0	6	"8,11"	"16,17"
																			
NCI-BL2028	NCI-BL2028	GNE:586448	"X,Y"	"10,12"	"11,13"	11	"12,18"	0	30	0	"14,18"	"10,11"	"8,9"	"10,12"	"21,22"	E	"6,9"	"8,11"	17
																			
NZM1	0	0	X	10	"10,11"	"9,12"	19	"13,15"	"27,32.2"	"17,23"	17	11	"11,12"	"13,15"	"21,23"	0	"6,8"	"10,12"	"14,18"
																			
M-07e	M-07e	DSM:ACC-104	X	"9,10"	"10,11"	11	0	0	0	0	0	11	11	0	0	0	"6,8"	8	"16,18"
																			
AT2KY	AT2KY	JCRB:0316	X	"10,12"	"11,12"	12	0	0	0	0	0	"9,10"	11	0	0	0	"7,9"	"9,12"	18
																			
Jiyoye	HS-Sultan	ATCC:CCL-87	"X,Y"	"10,11"	12	"10,11"	0	0	0	0	0	12	"8,10"	0	0	0	"7,9"	"6,8"	"15,19"
																			
Hs 112.Sk	Hs 112.Sk	ATCC:CRL-7074	"X,Y"	11	"11,12"	"9,11"	0	0	0	0	0	"12,13"	"9,10"	0	0	0	7	"8,9"	"15,18"
																			
CCD-1102KerTr	0	ATCC:CRL-2310	X	"11,12"	12	"9,13"	0	0	0	0	0	"11,12"	10	0	0	0	"7,9.3"	"6,8,10"	"16,18"
																			
NCI-H28	NCI-H28	GNE:586723	"X,Y"	"10,11"	"11,13"	"12,13"	19	0	"29,30"	0	17	11	"10,12"	"10,12"	"19.2,21"	E	"7,9"	11	"14,15"
																			
SUP-T11	SUP-T11	DSM:ACC-605	X	"11,12"	"10,12"	"11,13"	0	0	0	0	0	13	"9,12"	0	0	0	"6,9.3"	8	17
																			
M059K	M059K	GNE:586343	"X,Y"	"10,12"	14	"10,12"	"15,19"	0	"30,31.2"	0	"14,15"	"11,12"	10	15	"20,26"	E	9.3	8	17
																			
LL24	0	ATCC:CCL-151	"X,Y"	"9,12"	"8,11"	"9,12"	0	0	0	0	0	"10,11"	"11,12"	0	0	0	7	8	"16,18"
																			
JIMT-1	JIMT-1	GNE:130222	X	"12,13"	"8,13"	11	10	0	"27,31.2"	0	18	"12,13,14"	12	"10,13"	"21,23"	E	7	8	18
																			
SW 620	SW 620	GNE:584994	X	"13,14"	12	"9,13"	13	0	"30,30.2"	0	16	13	"8,9"	13	24	E	8	11	16
																			
Hs 313.T	Hs 313.T	ATCC:CRL-7235	X	"9,12"	"11,13"	"10,14"	0	0	0	0	0	"11,12"	"7,12"	0	0	0	9	"9,11"	17
																			
U-2973	U-2973	DSM:ACC-642	"X,Y"	11	"10,11"	"11,13"	0	0	0	0	0	"11,12"	"10,11"	0	0	0	"7,9.3"	8	"17,20"
																			
Caov-4	Caov-4	ATCC:HTB-76	X	"10,11"	"12,14"	"9,11"	21	0	"28,33.2"	0	16	"11,13"	"8,10"	12	22	E	"6,9.3"	"8,9"	"16,17"
																			
SK-HEP-1	SK-HEP-1	GNE:586648	X	"11,12"	"8,12"	12	"13,15"	"12,15.2"	"29,31"	"20,23"	16	"10,13"	"8,11"	"13,14"	17	E	"7,9"	9	"14,17"
																			
COLO 858	COLO 839	GNE:586813	X	11	"11,12"	13	15	"14,15"	29	"18,26"	"16,18"	11	"8,10"	"13,14"	25	E	10	"8,11"	17
																			
NCI-H847	NCI-H847	GNE:586355	X	"10,11"	13	12	12	0	"29,30"	0	18	"11,12"	"8,12"	12	"24,25"	E	6	8	"17,18"
																			
TE 115.T	TE 115.T	ATCC:CRL-7744	"X,Y"	"10,12"	11	"11,13"	0	0	0	0	0	"11,13"	"9,11"	0	0	0	9.3	"8,9"	"18,19"
																			
NCI-H969	NCI-H969	ATCC:CRL-5852	"X,Y"	13	12	12	0	0	0	0	0	12	8	0	0	0	6	"8,11"	16
																			
LAMA-87	LAMA-87	DSM:ACC-270	X	"11,12"	11	11	0	0	0	0	0	"11,12"	11	0	0	0	"6,7"	10	"14,17"
																			
HAAE-1	HAAE-1	ATCC:CRL-2472	"X,Y"	11	8	13	0	0	0	0	0	"12,13"	10	0	0	0	"8,9.3"	"9,11"	"16,17"
																			
Hs 362.T	Hs 362.T	ATCC:CRL-7253	X	"10,12"	"12,14"	"11,12"	0	0	0	0	0	12	"8,10"	0	0	0	"7,9"	8	"15,16"
																			
